id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
102936,3,0,0,1,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,4
103188,3,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.67,0.33,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,4
100811,5,0,1,1,2,1,1,0.33,0.0,0.0,0.67,0.0,0.0,0,1,0.5,0.25,0.0,0.25,0.5,0.3,0.5,0.3,0.0,0.0,4
102515,3,0,0,1,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,4
100067,2,0,0,1,2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.06,0.0,0.0,0.94,0.0,0.3,0.6,0.3,0.0,0.0,4
101842,5,0,0,1,2,1,1,0.0,0.5,0.0,0.5,0.0,0.0,0,1,0.0,0.5,0.5,0.0,0.3,0.3,0.3,0.3,0.0,0.0,4
102066,3,1,0,1,2,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,5
102102,3,1,1,1,2,1,1,0.0,0.0,0.0,0.67,0.17,0.16,0,1,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
103078,3,0,1,1,2,1,0,0.0,0.17,0.17,0.5,0.0,0.16,1,1,0.81,0.14,0.05,0.0,0.3,0.3,0.0,0.3,0.0,0.0,4
102241,3,1,1,1,2,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0.67,0.33,0.0,0.0,0.6,0.3,0.0,0.3,0.0,0.0,4
100031,3,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,5
101293,5,1,1,1,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.6,0.4,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,4
103057,3,0,1,1,2,1,1,0.0,0.0,0.0,0.5,0.0,0.5,1,1,0.8,0.2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4
102751,3,1,1,1,2,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,4
100610,3,1,1,1,2,1,1,0.4,0.0,0.0,0.0,0.0,0.6,0,1,1.0,0.0,0.0,0.0,0.5,0.3,0.0,0.3,0.0,0.0,5
102495,3,1,1,1,2,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
100570,4,1,0,1,2,1,1,0.4,0.0,0.0,0.2,0.4,0.0,0,1,0.53,0.33,0.0,0.13,0.5,0.3,0.3,1.5,0.0,0.0,5
103397,2,1,1,1,1,1,1,0.0,0.0,0.0,0.67,0.33,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
100343,4,1,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.33,0.33,0.0,0.33,0.0,0.5,0.0,0.0,0.0,0.0,4
